,Query,DocID,Text,Score
289,How can ovarian cysts cause pain?,683,"If you have stress incontinence, you may leak urine when you:Cough or sneeze Laugh Bend over Lift something heavy Exercise Have sex",1
290,How can ovarian cysts cause pain?,219,"Symptoms of somatic symptom disorder may be:Specific sensations, such as pain or shortness of breath, or more general symptoms, such as fatigue or weakness Unrelated to any medical cause that can be identified, or related to a medical condition such as cancer or heart disease, but more significant than what's usually expected A single symptom, multiple symptoms or varying symptoms Mild, moderate or severe",1
291,How can ovarian cysts cause pain?,322,"Signs and symptoms of Legg-Calve-Perthes disease include:Limping Pain or stiffness in the hip, groin, thigh or knee Limited range of motion of the hip joint Pain that worsens with activity and improves with rest",1
292,How can ovarian cysts cause pain?,915,"Many hip labral tears cause no signs or symptoms. Some people, however, have one or more of the following:Pain in the hip or groin, often made worse by long periods of standing, sitting or walking or athletic activity A locking, clicking or catching sensation in the hip joint Stiffness or limited range of motion in the hip joint",1
293,How can ovarian cysts cause pain?,890,"Pet allergy signs and symptoms caused by inflammation of nasal passages include:Sneezing Runny nose Itchy, red or watery eyes Nasal congestion Itchy nose, roof of mouth or throat Postnasal drip Cough Facial pressure and pain Frequent awakening Swollen, blue-colored skin under your eyes In a child, frequent upward rubbing of the nose",1
294,How can ovarian cysts cause pain?,474,"Signs and symptoms of acute lymphocytic leukemia may include:Bleeding from the gums Bone pain Fever Frequent infections Frequent or severe nosebleeds Lumps caused by swollen lymph nodes in and around the neck, armpits, abdomen or groin Pale skin Shortness of breath Weakness, fatigue or a general decrease in energy",1
295,How can ovarian cysts cause pain?,598,"Pinched nerve signs and symptoms include:Numbness or decreased sensation in the area supplied by the nerve Sharp, aching or burning pain, which may radiate outward Tingling, pins and needles sensations (paresthesia) Muscle weakness in the affected area Frequent feeling that a foot or hand has ""fallen asleep""",1
296,How can ovarian cysts cause pain?,363,"The most frequent sign of Gilbert syndrome is an occasional yellowish tinge of the skin and the whites of the eyes as a result of slightly higher levels of bilirubin in the blood. In people with Gilbert syndrome, bilirubin levels may increase due to:Illness, such as a cold or the flu Fasting or eating a very low-calorie diet Dehydration Menstruation Strenuous exercise Stress",1
297,How can ovarian cysts cause pain?,761,"Gallbladder cancer signs and symptoms may include:Abdominal pain, particularly in the upper right portion of the abdomen Abdominal bloating Losing weight without trying Yellowing of the skin and whites of the eyes (jaundice)",1
298,How can ovarian cysts cause pain?,920,"Signs and symptoms of rheumatoid arthritis may include:Tender, warm, swollen joints Joint stiffness that is usually worse in the mornings and after inactivity Fatigue, fever and loss of appetite",1
299,How can ovarian cysts cause pain?,38,"If you have indigestion, you may have:Early fullness during a meal. You haven't eaten much of your meal, but you already feel full and may not be able to finish eating. Uncomfortable fullness after a meal. The feeling of fullness lasts longer than it should. Discomfort in the upper abdomen. You feel a mild to severe pain in the area between the bottom of your breastbone and your bellybutton. Burning in the upper abdomen. You feel an uncomfortable heat or burning sensation between the bottom of your breastbone and your bellybutton. Bloating in the upper abdomen. You feel an uncomfortable sensation of tightness in your upper abdomen. Nausea. You feel as if you want to vomit.",1
300,What does the second sign of intussusception usually involve?,162,"Scabies symptoms include:Itching, often severe and usually worse at night Thin, wavy tunnels made up of tiny blisters or bumps on the skin",1
301,What does the second sign of intussusception usually involve?,506,"There are no specific symptoms that indicate a conjoined twin pregnancy. As with other twin pregnancies, the uterus may grow faster than it does with a single baby. And there may be more tiredness, nausea and vomiting early in the pregnancy. Conjoined twins can be diagnosed early in the pregnancy using an ultrasound.Chest. Thoracopagus (thor-uh-KOP-uh-gus) twins are joined face to face at the chest. They often have a shared heart and may also share one liver and upper intestine. This is one of the most common sites of conjoined twins. Abdomen. Omphalopagus (om-fuh-LOP-uh-gus) twins are joined near the bellybutton. Many omphalopagus twins share the liver and some part of the upper digestive (gastrointestinal or GI) tract. Some twins share the lower part of the small intestine (ileum) and the longest part of the large intestine (colon). They generally do not share a heart. Base of spine. Pygopagus (pie-GOP-uh-gus) twins are commonly joined back to back at the base of the spine and the buttocks. Some pygopagus twins share the lower gastrointestinal (GI) tract. A few twins share the genital and urinary organs. Length of spine. Rachipagus (ray-KIP-uh-gus), also called rachiopagus (ray-kee-OP-uh-gus), twins are joined back to back along the length of the spine. This type is very rare. Pelvis. Ischiopagus (is-kee-OP-uh-gus) twins are joined at the pelvis, either face to face or end to end. Many ischiopagus twins share the lower GI tract, as well as the liver and genital and urinary tract organs. Each twin may have two legs or, less commonly, the twins share two or three legs. Trunk. Parapagus (pa-RAP-uh-gus) twins are joined side to side at the pelvis and part or all of the belly (abdomen) and chest, but with separate heads. The twins can have two, three or four arms and two or three legs. Head. Craniopagus (kray-nee-OP-uh-gus) twins are joined at the back, top or side of the head, but not the face. Craniopagus twins share a portion of the skull. But their brains are usually separate, though they may share some brain tissue. Head and chest. Cephalopagus (sef-uh-LOP-uh-gus) twins are joined at the head and upper body. The faces are on opposite sides of a single shared head, and they share a brain. These twins rarely survive.",1
302,What does the second sign of intussusception usually involve?,280,"Signs and symptoms of mastitis can appear suddenly. They may include:Breast tenderness or warmth to the touch Breast swelling Thickening of breast tissue, or a breast lump Pain or a burning sensation continuously or while breast-feeding Skin redness, often in a wedge-shaped pattern Generally feeling ill Fever of 101 F (38.3 C) or greater",1
303,What does the second sign of intussusception usually involve?,923,Signs and symptoms of shigella infection usually begin a day or two after contact with shigella. But it may take up to a week to develop. Signs and symptoms may include:Diarrhea (often containing blood or mucus) Stomach pain or cramps Fever Nausea or vomiting,1
304,What does the second sign of intussusception usually involve?,524,Cellulite looks like dimpled or bumpy skin. It's sometimes described as having a cottage cheese or orange peel texture.Anatomy of cellulite,1
305,What does the second sign of intussusception usually involve?,159,"Signs and symptoms of ehrlichiosis and anaplasmosis are generally the same, although they usually are more severe in ehrlichiosis. Symptoms of ehrlichiosis and anaplasmosis, which vary widely from person to person, include:Moderate fever Chills Headache Muscles aches or pains General feeling of being unwell Joint pain Nausea Vomiting Diarrhea Loss of appetite",1
306,What does the second sign of intussusception usually involve?,666,"Symptoms depend on the type of dissociative disorder, but may include:A sense of being separated from yourself and your emotions. Thinking that people and things around you are distorted and not real. A blurred sense of your own identity. Severe stress or problems in relationships, work or other important areas of life. Not being able to cope well with emotional or work-related stress. Memory loss, also called amnesia, of certain time periods, events, people and personal information. Mental health problems, such as depression, anxiety, and suicidal thoughts and behaviors.",1
307,What does the second sign of intussusception usually involve?,636,"Boils can occur anywhere on your skin, but appear mainly on the face, back of the neck, armpits, thighs and buttocks — hair-bearing areas where you're most likely to sweat or experience friction. Signs and symptoms of a boil usually include:A painful, red bump that starts out small and can enlarge to more than 2 inches (5 centimeters) Reddish or purplish, swollen skin around the bump An increase in the size of the bump over a few days as it fills with pus Development of a yellow-white tip that eventually ruptures and allows the pus to drain out",1
308,What does the second sign of intussusception usually involve?,425,"Many people with chronic lymphocytic leukemia have no symptoms at first. Signs and symptoms might develop as the cancer progresses. They might include:Enlarged, but painless, lymph nodes Fatigue Fever Pain in the upper left portion of the abdomen, which may be caused by an enlarged spleen Night sweats Weight loss Frequent infections",1
309,What does the second sign of intussusception usually involve?,240,"Head lice feed on blood from the scalp. The female louse lays eggs (nits) that stick to hair shafts.Intense itching on the scalp, body or in the genital area. A tickling feeling from movement of hair. The presence of lice on your scalp, body, clothing, or pubic or other body hair. Adult lice may be about the size of a sesame seed or slightly larger. Lice eggs (nits) on hair shafts. Nits may be difficult to see because they're very tiny. They're easiest to spot around the ears and the nape of the neck. Nits can be mistaken for dandruff, but unlike dandruff, they can't be easily brushed out of hair. Sores on the scalp, neck and shoulders. Scratching can lead to small red bumps that can sometimes get infected with bacteria. Bite marks, especially around the waist, groin, upper thighs and pubic area.",1
310,What does the second sign of intussusception usually involve?,514,"Early symptoms of HES may include fatigue, cough, breathlessness, muscle pain, rash and fever.A Book: Mayo Clinic Family Health Book, 5th Edition   Newsletter: Mayo Clinic Health Letter — Digital Edition",1
311,What does the second sign of intussusception usually involve?,554,"Some people with aortic valve disease may not notice symptoms for many years. Symptoms of aortic valve disease may include:Chest pain or tightness. Dizziness. Fainting. Fatigue after activity or having less ability to be active. Irregular heartbeat. Shortness of breath, particularly during vigorous activity or when lying down. Not eating enough. This is mainly seen in children with aortic valve stenosis. Not gaining enough weight. This is mainly seen in children with aortic valve stenosis.",1
312,What does the second sign of intussusception usually involve?,568,"The severity of signs and symptoms of radiation sickness depends on how much radiation you've absorbed. How much you absorb depends on the strength of the radiated energy, the time of your exposures, and the distance between you and the source of radiation.Nausea and vomiting Diarrhea Headache Fever Dizziness and disorientation Weakness and fatigue Hair loss Bloody vomit and stools from internal bleeding Infections Low blood pressure",1
313,What does the second sign of intussusception usually involve?,461,"Premature ventricular contractions often cause few or no symptoms. But the extra beats can cause unusual sensations in the chest, such as:Fluttering Pounding or jumping Skipped beats or missed beats Increased awareness of the heartbeat",1
314,What does the second sign of intussusception usually involve?,462,"Retinal detachment itself is painless. But warning signs almost always appear before it occurs or has advanced, such as:The sudden appearance of many floaters — tiny specks that seem to drift through your field of vision Flashes of light in one or both eyes (photopsia) Blurred vision Gradually reduced side (peripheral) vision A curtain-like shadow over your field of vision",1
315,What does the second sign of intussusception usually involve?,330,"Asthma symptoms vary from person to person. You may have infrequent asthma attacks, have symptoms only at certain times — such as when exercising — or have symptoms all the time.Shortness of breath Chest tightness or pain Wheezing when exhaling, which is a common sign of asthma in children Trouble sleeping caused by shortness of breath, coughing or wheezing Coughing or wheezing attacks that are worsened by a respiratory virus, such as a cold or the flu",1
316,What does the second sign of intussusception usually involve?,686,Anal cancer signs and symptoms include:Bleeding from the anus or rectum Pain in the area of the anus A mass or growth in the anal canal Anal itching,1
317,What does the second sign of intussusception usually involve?,910,"There are three forms of Tay-Sachs disease: infantile, juvenile and late onset/adult.Exaggerated startle response when the baby hears loud noises ""Cherry-red"" spots in the eyes Loss of motor skills, including turning over, crawling and sitting up Muscle weakness, progressing to paralysis Movement problems Seizures Vision loss and blindness Hearing loss and deafness Problems swallowing Loss of mental functions and a lack of response to surroundings Growth in head size (progressive macrocephaly)",1
318,What does the second sign of intussusception usually involve?,930,Many people with von Willebrand disease don't know it because the signs are mild or absent. The most common sign of the condition is abnormal bleeding.Excessive bleeding from an injury or after surgery or dental work Frequent nosebleeds that don't stop within 10 minutes Heavy or long menstrual bleeding Heavy bleeding during labor and delivery Blood in your urine or stool Easy bruising or lumpy bruises,1
319,What does the second sign of intussusception usually involve?,849,Proctitis signs and symptoms may include:A frequent or continuous feeling that you need to have a bowel movement Rectal bleeding Passing mucus through your rectum Rectal pain Pain on the left side of your abdomen A feeling of fullness in your rectum Diarrhea Pain with bowel movements,1
320,What does the second sign of intussusception usually involve?,195,"DCIS doesn't typically have any signs or symptoms. However, DCIS can sometimes cause signs such as:A breast lump Bloody nipple discharge",1
321,What does the second sign of intussusception usually involve?,480,"The characteristic signs and symptoms of progressive supranuclear palsy include:A loss of balance while walking. A tendency to fall backward can occur very early in the disease. An inability to aim your eyes properly. You may not be able to look downward, or experience blurring and double vision. This difficulty with focusing the eyes can make some people spill food or appear disinterested in conversation because of poor eye contact.",1
322,What does the second sign of intussusception usually involve?,96,The pain associated with a rotator cuff injury may:Be described as a dull ache deep in the shoulder Disturb sleep Make it difficult to comb your hair or reach behind your back Be accompanied by arm weakness,1
323,What does the second sign of intussusception usually involve?,866,"Essential tremor symptoms:Begin gradually, and usually are more noticeable on one side of the body. Worsen with movement. Usually occur in the hands first, affecting one hand or both hands. Can include a ""yes-yes"" or ""no-no"" motion of the head. May be aggravated by emotional stress, fatigue, caffeine or temperature extremes.",1
324,What does the second sign of intussusception usually involve?,158,"The severity of fetal alcohol syndrome symptoms varies, with some children experiencing them to a far greater degree than others. Signs and symptoms of fetal alcohol syndrome may include any mix of physical defects, intellectual or cognitive disabilities, and problems functioning and coping with daily life.Distinctive facial features, including small eyes, an exceptionally thin upper lip, a short, upturned nose, and a smooth skin surface between the nose and upper lip Deformities of joints, limbs and fingers Slow physical growth before and after birth Vision difficulties or hearing problems Small head circumference and brain size Heart defects and problems with kidneys and bones",1
325,What does the second sign of intussusception usually involve?,132,"The primary features of ADHD include inattention and hyperactive-impulsive behavior. ADHD symptoms start before age 12, and in some children, they're noticeable as early as 3 years of age. ADHD symptoms can be mild, moderate or severe, and they may continue into adulthood.Predominantly inattentive. The majority of symptoms fall under inattention. Predominantly hyperactive/impulsive. The majority of symptoms are hyperactive and impulsive. Combined. This is a mix of inattentive symptoms and hyperactive/impulsive symptoms.",1
326,What does the second sign of intussusception usually involve?,78,"Kidney stones form in your kidneys. As stones move into your ureters — the thin tubes that allow urine to pass from your kidneys to your bladder — signs and symptoms can result. Signs and symptoms of kidney stones can include severe pain, nausea, vomiting, fever, chills and blood in your urine.Severe, sharp pain in the side and back, below the ribs Pain that radiates to the lower abdomen and groin Pain that comes in waves and fluctuates in intensity Pain or burning sensation while urinating",1
327,What does the second sign of intussusception usually involve?,906,"Pulmonary valve stenosis symptoms depend on how much blood flow is blocked. Some people with mild pulmonary stenosis do not have symptoms. Those with more-severe pulmonary stenosis may first notice symptoms while exercising.A whooshing sound called a heart murmur that can be heard with a stethoscope. Fatigue. Shortness of breath, especially during activity. Chest pain. Fainting.",1
328,What does the second sign of intussusception usually involve?,264,"In most cases, a liver hemangioma doesn't cause any signs or symptoms.Pain in the upper right abdomen Feeling full after eating only a small amount of food (early satiety) Nausea Vomiting",1
329,What does the second sign of intussusception usually involve?,737,Liver problems that can occur include fatty liver disease and cirrhosis. The liver and its cells — as seen through a microscope — change dramatically when a normal liver becomes fatty or cirrhotic.Skin and eyes that appear yellowish (jaundice) Abdominal pain and swelling Swelling in the legs and ankles Itchy skin Dark urine color Pale stool color Chronic fatigue Nausea or vomiting Loss of appetite Tendency to bruise easily,1
330,What does the second sign of intussusception usually involve?,750,Erectile dysfunction symptoms might include persistent:Trouble getting an erection Trouble keeping an erection Reduced sexual desire,1
331,What does the second sign of intussusception usually involve?,335,"Not all pituitary tumors cause symptoms. Sometimes these tumors are found during an imaging test, such as an MRI or a CT scan, that is done for another reason. If they don't cause symptoms, pituitary tumors usually don't need treatment.Headache. Eye problems due to pressure on the optic nerve, especially loss of side vision, also called peripheral vision, and double vision. Pain in the face, sometimes including sinus pain or ear pain. Drooping eyelid. Seizures. Nausea and vomiting.",1
332,What does the second sign of intussusception usually involve?,871,"The main symptom of premature ejaculation is not being able to delay ejaculation for more than three minutes after penetration. But it might occur in all sexual situations, even during masturbation.Lifelong. Lifelong premature ejaculation occurs all or nearly all the time beginning with the first sexual encounter. Acquired. Acquired premature ejaculation develops after having previous sexual experiences without problems with ejaculation.",1
333,What does the second sign of intussusception usually involve?,864,Genitourinary syndrome of menopause (GSM) signs and symptoms may include:Vaginal dryness Vaginal burning Vaginal discharge Genital itching Burning with urination Urgency with urination Frequent urination Recurrent urinary tract infections Urinary incontinence Light bleeding after intercourse Discomfort with intercourse Decreased vaginal lubrication during sexual activity Shortening and tightening of the vaginal canal,1
334,What does the second sign of intussusception usually involve?,452,"Most of the time, gestational diabetes doesn't cause noticeable signs or symptoms. Increased thirst and more-frequent urination are possible symptoms.Being overweight or obese Not being physically active Having prediabetes Having had gestational diabetes during a previous pregnancy Having polycystic ovary syndrome Having an immediate family member with diabetes Having previously delivered a baby weighing more than 9 pounds (4.1 kilograms) Being of a certain race or ethnicity, such as Black, Hispanic, American Indian and Asian American",1
335,What does the second sign of intussusception usually involve?,736,"The muscle contractions involved in cervical dystonia can cause your head to twist in a variety of directions, including:Chin toward shoulder Ear toward shoulder Chin straight up Chin straight down",1
336,What does the second sign of intussusception usually involve?,467,"Egg allergy reactions vary from person to person and usually occur soon after exposure to egg. Egg allergy symptoms can include:Skin inflammation or hives — the most common egg allergy reaction Nasal congestion, runny nose and sneezing (allergic rhinitis) Digestive symptoms, such as cramps, nausea and vomiting Asthma signs and symptoms such as coughing, wheezing, chest tightness or shortness of breath",1
337,What does the second sign of intussusception usually involve?,907,"The shoulder joint is the most frequently dislocated joint of the body. Because it moves in several directions, your shoulder can dislocate forward, backward or downward. The most common variety is a forward (anterior) dislocation.A visibly deformed or out-of-place shoulder Swelling or bruising Intense pain Inability to move the joint",1
338,What does the second sign of intussusception usually involve?,508,Many people with unicentric Castleman disease don't notice any signs or symptoms. The enlarged lymph node may be found during a physical exam or an imaging test for some unrelated problem.Fever. Unintended weight loss. Fatigue. Night sweats. Enlarged liver or spleen.,1
339,What does the second sign of intussusception usually involve?,320,"Pancreatic cancer often doesn't cause symptoms until the disease is advanced. When they happen, signs and symptoms of pancreatic cancer may include:Belly pain that spreads to the sides or back. Loss of appetite. Weight loss. Yellowing of the skin and the whites of the eyes, called jaundice. Light-colored or floating stools. Dark-colored urine. Itching. New diagnosis of diabetes or diabetes that's getting harder to control. Pain and swelling in an arm or leg, which might be caused by a blood clot. Tiredness or weakness.",1
340,What does the second sign of intussusception usually involve?,968,"Signs and symptoms of oral lichen planus affect the mucous membranes of the mouth.Lacy, white, raised patches of tissues Red, swollen, tender patches of tissues Open sores",1
341,What does the second sign of intussusception usually involve?,332,"Transient ischemic attacks usually last a few minutes. Most signs and symptoms disappear within an hour, though rarely symptoms may last up to 24 hours. The signs and symptoms of a TIA resemble those found early in a stroke and may include sudden onset of:Weakness, numbness or paralysis in the face, arm or leg, typically on one side of the body Slurred or garbled speech or difficulty understanding others Blindness in one or both eyes or double vision Vertigo or loss of balance or coordination",1
342,What does the second sign of intussusception usually involve?,128,"Signs and symptoms of esophageal cancer include:Difficulty swallowing (dysphagia) Weight loss without trying Chest pain, pressure or burning Worsening indigestion or heartburn Coughing or hoarseness",1
343,What does the second sign of intussusception usually involve?,68,"A child who's being abused may feel guilty, ashamed or confused. The child may be afraid to tell anyone about the abuse, especially if the abuser is a parent, other relative or family friend. That's why it's vital to watch for red flags, such as:Withdrawal from friends or usual activities Changes in behavior — such as aggression, anger, hostility or hyperactivity — or changes in school performance Depression, anxiety or unusual fears, or a sudden loss of self-confidence Sleep problems and nightmares  An apparent lack of supervision Frequent absences from school Rebellious or defiant behavior Self-harm or attempts at suicide",1
344,What does the second sign of intussusception usually involve?,862,"Signs and symptoms of vulvar cancer may include:Itching that doesn't go away Pain and tenderness Bleeding that isn't from menstruation Skin changes, such as color changes or thickening A lump, wartlike bumps or an open sore (ulcer)",1
345,What does the second sign of intussusception usually involve?,725,"The signs and symptoms of pelvic inflammatory disease might be mild and difficult to recognize. Some women don't have any signs or symptoms. When signs and symptoms of pelvic inflammatory disease (PID) are present, they most often include:Pain — ranging from mild to severe — in your lower abdomen and pelvis Unusual or heavy vaginal discharge that may have an unpleasant odor Unusual bleeding from the vagina, especially during or after sex, or between periods Pain during sex Fever, sometimes with chills Painful, frequent or difficult urination",1
346,What does the second sign of intussusception usually involve?,477,"Cystitis signs and symptoms may include:A strong, persistent urge to urinate Pain or a burning feeling when urinating Passing frequent, small amounts of urine Blood in the urine (hematuria) Passing cloudy or strong-smelling urine Pelvic discomfort A feeling of pressure in the area below your belly button (abdomen) Low-grade fever",1
347,What does the second sign of intussusception usually involve?,372,"The most common signs and symptoms of juvenile idiopathic arthritis are:Pain. While your child might not complain of joint pain, you may notice that he or she limps — especially first thing in the morning or after a nap. Swelling. Joint swelling is common but is often first noticed in larger joints such as the knee. Stiffness. You might notice that your child appears clumsier than usual, particularly in the morning or after naps. Fever, swollen lymph nodes and rash. In some cases, high fever, swollen lymph nodes or a rash on the trunk may occur — which is usually worse in the evenings.",1
348,What does the second sign of intussusception usually involve?,530,"Symptoms of menstrual cramps include:Throbbing or cramping pain in your lower abdomen that can be intense Pain that starts 1 to 3 days before your period, peaks 24 hours after the onset of your period and subsides in 2 to 3 days Dull, continuous ache Pain that radiates to your lower back and thighs",1
349,What does the second sign of intussusception usually involve?,637,High cholesterol has no symptoms. A blood test is the only way to detect if you have it.Arcus senilis: A sign of high cholesterol?,1
350,What are the symptoms of facial paralysis?,265,"Most of the disorders associated with metabolic syndrome don't have obvious signs or symptoms. One sign that is visible is a large waist circumference. And if your blood sugar is high, you might notice the signs and symptoms of diabetes — such as increased thirst and urination, fatigue, and blurred vision.Age. Your risk of metabolic syndrome increases with age. Ethnicity. In the United States, Hispanics — especially Hispanic women — appear to be at the greatest risk of developing metabolic syndrome. The reasons for this are not entirely clear. Obesity. Carrying too much weight, especially in your abdomen, increases your risk of metabolic syndrome. Diabetes. You're more likely to have metabolic syndrome if you had diabetes during pregnancy (gestational diabetes) or if you have a family history of type 2 diabetes. Other diseases. Your risk of metabolic syndrome is higher if you've ever had nonalcoholic fatty liver disease, polycystic ovary syndrome or sleep apnea.",1
351,What are the symptoms of facial paralysis?,141,"Farsightedness may mean:Nearby objects may appear blurry You need to squint to see clearly You have eyestrain, including burning eyes, and aching in or around the eyes You have general eye discomfort or a headache after doing close tasks, such as reading, writing, computer work or drawing, for a time",1
352,What are the symptoms of facial paralysis?,484,"Hashimoto's disease progresses slowly over the years. You may not notice signs or symptoms of the disease. Eventually, the decline in thyroid hormone production can result in any of the following:Fatigue and sluggishness Increased sensitivity to cold Increased sleepiness Dry skin Constipation Muscle weakness Muscle aches, tenderness and stiffness Joint pain and stiffness Irregular or excessive menstrual bleeding Depression Problems with memory or concentration Swelling of the thyroid (goiter) A puffy face Brittle nails Hair loss Enlargement of the tongue",1
353,What are the symptoms of facial paralysis?,267,"Horner syndrome usually affects only one side of the face. Common signs and symptoms include:A persistently small pupil (miosis) A notable difference in pupil size between the two eyes (anisocoria) Little or delayed opening (dilation) of the affected pupil in dim light Drooping of the upper eyelid (ptosis) Slight elevation of the lower lid, sometimes called upside-down ptosis Sunken appearance of the affected eye Little or no sweating (anhidrosis) on the affected side of the face",2
354,What are the symptoms of facial paralysis?,813,"If you have a broken ankle, you may experience some of the following signs and symptoms:Immediate, throbbing pain Swelling Bruising Tenderness Deformity Difficulty or pain with walking or bearing weight",1
355,What are the symptoms of facial paralysis?,21,Symptoms of medication overuse headaches may vary. They can depend on the type of headache being treated and the medicine used. Medication overuse headaches tend to:Occur every day or nearly every day. They often wake you in the early morning. Improve with pain medicine but then return as the medicine wears off.,1
356,What are the symptoms of facial paralysis?,790,"Separation anxiety disorder is diagnosed when symptoms are excessive for the developmental age and cause significant distress in daily functioning. Symptoms may include:Recurrent and excessive distress about anticipating or being away from home or loved ones Constant, excessive worry about losing a parent or other loved one to an illness or a disaster Constant worry that something bad will happen, such as being lost or kidnapped, causing separation from parents or other loved ones Refusing to be away from home because of fear of separation Not wanting to be home alone and without a parent or other loved one in the house Reluctance or refusing to sleep away from home without a parent or other loved one nearby Repeated nightmares about separation Frequent complaints of headaches, stomachaches or other symptoms when separation from a parent or other loved one is anticipated",1
357,What are the symptoms of facial paralysis?,1054,"You may not notice any symptoms at first. However, some women who have an ectopic pregnancy have the usual early signs or symptoms of pregnancy — a missed period, breast tenderness and nausea.Severe abdominal or pelvic pain accompanied by vaginal bleeding Extreme lightheadedness or fainting Shoulder pain",1
358,What are the symptoms of facial paralysis?,664,"Signs and symptoms of prostatitis can vary depending on the type of disorder. They may include:Pain or burning sensation when urinating (dysuria) Difficulty urinating, such as dribbling or hesitant urination Frequent urination, particularly at night (nocturia) Urgent need to urinate Cloudy urine Blood in the urine Pain in the abdomen, groin or lower back Pain in the area between the scrotum and rectum (perineum) Pain or discomfort of the penis or testicles Painful ejaculation Fever, chills, muscle aches and other flu-like symptoms (with acute bacterial prostatitis)",1
359,What are the symptoms of facial paralysis?,273,"Signs and symptoms of ringworm may include:A scaly ring-shaped area, typically on the buttocks, trunk, arms and legs Itchiness A clear or scaly area inside the ring, perhaps with a scattering of bumps whose color ranges from red on white skin to reddish, purplish, brown or gray on black and brown skin Slightly raised, expanding rings A round, flat patch of itchy skin Overlapping rings",1
360,What are the symptoms of facial paralysis?,46,"The main symptom of transient global amnesia is being unable to create new memories and remember the recent past. Once that symptom is confirmed, ruling out other possible causes of amnesia is important.Sudden onset of confusion that includes memory loss, seen by a witness Being awake and alert and knowing who you are, despite memory loss Normal cognition, such as the ability to recognize and name familiar objects and follow simple directions No signs of damage to a particular area of the brain, such as being unable to move an arm or leg, movements you can't control, or problems understanding words",1
361,What are the symptoms of facial paralysis?,827,"Signs and symptoms of ringworm of the scalp may include:One or more round, scaly or inflamed patches where the hair has broken off at or near the scalp Patches that slowly get bigger and have small, black dots where the hair has broken off Brittle or fragile hair that can be easily broken or pulled out Tender or painful areas on the scalp",1
362,What are the symptoms of facial paralysis?,39,Presbyopia develops gradually. You may first notice these signs and symptoms after age 40:A tendency to hold reading material farther away to make the letters clearer Blurred vision at normal reading distance Eyestrain or headaches after reading or doing close-up work,1
363,What are the symptoms of facial paralysis?,289,"Symptoms of AFib may include:Feelings of a fast, fluttering or pounding heartbeat, called palpitations. Chest pain. Dizziness. Fatigue. Lightheadedness. Reduced ability to exercise. Shortness of breath. Weakness.",1
364,What are the symptoms of facial paralysis?,1066,"Diabetic ketoacidosis symptoms often come on quickly, sometimes within 24 hours. For some, these symptoms may be the first sign of having diabetes. Symptoms might include:Being very thirsty Urinating often Feeling a need to throw up and throwing up Having stomach pain Being weak or tired Being short of breath Having fruity-scented breath Being confused",1
365,What are the symptoms of facial paralysis?,240,"Head lice feed on blood from the scalp. The female louse lays eggs (nits) that stick to hair shafts.Intense itching on the scalp, body or in the genital area. A tickling feeling from movement of hair. The presence of lice on your scalp, body, clothing, or pubic or other body hair. Adult lice may be about the size of a sesame seed or slightly larger. Lice eggs (nits) on hair shafts. Nits may be difficult to see because they're very tiny. They're easiest to spot around the ears and the nape of the neck. Nits can be mistaken for dandruff, but unlike dandruff, they can't be easily brushed out of hair. Sores on the scalp, neck and shoulders. Scratching can lead to small red bumps that can sometimes get infected with bacteria. Bite marks, especially around the waist, groin, upper thighs and pubic area.",1
366,What are the symptoms of facial paralysis?,593,"Symptoms of eye floaters may include:Small shapes in your vision that appear as dark specks or knobby, transparent strings of floating material Spots that move when you move your eyes, so when you try to look at them, they move quickly out of your line of vision Spots that are most noticeable when you look at a plain bright background, such as a blue sky or a white wall Small shapes or strings that eventually settle down and drift out of the line of vision",1
367,What are the symptoms of facial paralysis?,1044,Signs and symptoms of a broken toe include:Pain Swelling Change in skin color from bruising or bleeding under the skin,1
368,What are the symptoms of facial paralysis?,1028,"Molluscum contagiosum signs and symptoms include:Raised, round, skin-colored bumps Small bumps — typically under about 1/4 inch (smaller than 6 millimeters) in diameter Bumps with a small dent or dot at the top near the center Itchy, pink bumps Bumps on the face, trunk, arms or legs of children Bumps on the genitals, lower abdomen or inner thighs of adults if the infection was sexually transmitted",1
369,What are the symptoms of facial paralysis?,874,"The esophagus is a muscular tube that connects the mouth and the stomach. Rings of muscle called sphincters contract and relax to allow food and liquid to pass.Squeezing pain in your chest. The pain is often intense, and you might mistake it for heart pain, also known as angina. Difficulty swallowing solids and liquids, sometimes related to swallowing specific substances. Red wine or extremely hot or cold liquids are more common culprits. The feeling that an object is stuck in your throat. The return of food and liquids back up your esophagus, also called regurgitation.",1
370,What are the symptoms of facial paralysis?,910,"There are three forms of Tay-Sachs disease: infantile, juvenile and late onset/adult.Exaggerated startle response when the baby hears loud noises ""Cherry-red"" spots in the eyes Loss of motor skills, including turning over, crawling and sitting up Muscle weakness, progressing to paralysis Movement problems Seizures Vision loss and blindness Hearing loss and deafness Problems swallowing Loss of mental functions and a lack of response to surroundings Growth in head size (progressive macrocephaly)",1
371,What are the symptoms of facial paralysis?,996,"A cold sore usually passes through several stages:Tingling and itching. Many people feel itching, burning or tingling around the lips for a day or so before a small, hard, painful spot appears and blisters form. Blisters. Small fluid-filled blisters often form along the border of the lips. Sometimes they appear around the nose or cheeks or inside the mouth. Oozing and crusting. The small blisters may merge and then burst. This can leave shallow open sores that ooze and crust over.",1
