,Query,DocID,Text,Score
209,How do you know if you have a popliteal artery aneurysm?,337,"The symptoms of acute coronary syndrome usually begin suddenly. They include:Chest pain or discomfort. This is often described as aching, pressure, tightness or burning. Chest pain also is called angina. Pain that starts in the chest and spreads to other parts of the body. These areas include the shoulders, arms, upper belly area, back, neck or jaw. Nausea or vomiting. Indigestion. Shortness of breath, also called dyspnea. Sudden, heavy sweating. Racing heartbeat. Feeling lightheaded or dizzy. Fainting. Unusual fatigue.",1
210,How do you know if you have a popliteal artery aneurysm?,426,"Signs and symptoms of whiplash usually develop within days of the injury, and may include:Neck pain and stiffness Worsening of pain with neck movement Loss of range of motion in the neck Headaches, most often starting at the base of the skull Tenderness or pain in the shoulder, upper back or arms Tingling or numbness in the arms Fatigue Dizziness",1
211,How do you know if you have a popliteal artery aneurysm?,663,"Mosquito bites often happen on parts of the body that aren't covered by clothing. Symptoms include:An itchy, inflamed bump that forms a few minutes after a bite A painful spot that looks like a hive and forms within 24 hours after a bite Small blisters",1
212,How do you know if you have a popliteal artery aneurysm?,341,"For most people, antibiotic-associated diarrhea causes mild signs and symptoms, such as:Loose stools More-frequent bowel movements",1
213,How do you know if you have a popliteal artery aneurysm?,316,Coarctation of the aorta symptoms depend on how much of the aorta is narrowed. Most people don't have symptoms. Mild coarctation may not be diagnosed until adulthood.Difficulty breathing Difficulty feeding Heavy sweating Irritability Pale skin,1
214,How do you know if you have a popliteal artery aneurysm?,1010,"Pityriasis rosea typically begins with an oval, slightly raised, scaly patch — called the herald patch — on the face, back, chest or abdomen. Before the herald patch appears, some people have headache, fatigue, fever or sore throat.Severe itching Temporary spots (lasting weeks to months) of skin that are darker or lighter than usual (post-inflammatory hyperpigmentation or hypopigmentation), which is more likely in people with brown or Black skin",1
215,How do you know if you have a popliteal artery aneurysm?,809,"Some babies born with Ebstein anomaly have few or no symptoms. Others have a tricuspid valve that leaks severely and causes more-noticeable problems. Sometimes symptoms don't occur until later in life.Blue or gray lips or fingernails. Depending on skin color, these color changes may be harder or easier to see. Fatigue. Feeling of a pounding or rapid heartbeat or irregular heartbeats. Shortness of breath, especially with activity.",1
216,How do you know if you have a popliteal artery aneurysm?,959,"The signs and symptoms of bullous pemphigoid may include:Itching skin, weeks or months before blisters form Large blisters that don't easily rupture when touched, often along creases or folds in the skin Skin around the blisters that is normal, reddish or darker than normal Eczema or a hive-like rash Small blisters or sores in the mouth or other mucous membranes (benign mucous membrane pemphigoid)",1
217,How do you know if you have a popliteal artery aneurysm?,569,"Folliculitis signs and symptoms include:Clusters of small bumps or pimples around hair follicles Pus-filled blisters that break open and crust over Itchy, burning skin Painful, tender skin An inflamed bump",1
218,How do you know if you have a popliteal artery aneurysm?,629,"Teen depression signs and symptoms include a change from the teenager's previous attitude and behavior that can cause significant distress and problems at school or home, in social activities, or in other areas of life.Feelings of sadness, which can include crying spells for no apparent reason Frustration or feelings of anger, even over small matters Feeling hopeless or empty Irritable or annoyed mood Loss of interest or pleasure in usual activities Loss of interest in, or conflict with, family and friends Low self-esteem Feelings of worthlessness or guilt Fixation on past failures or exaggerated self-blame or self-criticism Extreme sensitivity to rejection or failure, and the need for excessive reassurance Trouble thinking, concentrating, making decisions and remembering things Ongoing sense that life and the future are grim and bleak Frequent thoughts of death, dying or suicide",1
219,How do you know if you have a popliteal artery aneurysm?,435,"You might develop signs and symptoms of an intracranial hematoma right after a head injury, or they may take weeks or longer to appear. You might seem fine after a head injury. This period is called the lucid interval.Headache that gets worse Vomiting Drowsiness and progressive loss of consciousness Dizziness Confusion Unequal pupil size Slurred speech Loss of movement (paralysis) on the opposite side of the body from the head injury",1
220,How do you know if you have a popliteal artery aneurysm?,750,Erectile dysfunction symptoms might include persistent:Trouble getting an erection Trouble keeping an erection Reduced sexual desire,1
221,How do you know if you have a popliteal artery aneurysm?,275,"It can be difficult to tell bedbug bites from other types of insect bites. However, they are typically itchy, and they may appear clustered or lined up in rough rows.Inflamed spots, often with a darker spot in the middle Itchy Arranged in a rough line or in a cluster Located on the face, neck, arms and hands",1
222,How do you know if you have a popliteal artery aneurysm?,799,"The main symptom of hyperhidrosis is heavy sweating. This goes beyond the sweating from being in a hot environment, exercising, or feeling anxious or stressed. The type of hyperhidrosis that usually affects the hands, feet, underarms or face causes at least one episode a week when you're awake. And the sweating usually happens on both sides of the body.Sweating disrupts your daily routine Sweating causes emotional distress or social withdrawal You suddenly begin to sweat more than usual You experience night sweats for no apparent reason",1
223,How do you know if you have a popliteal artery aneurysm?,288,"Pain is the first symptom of patellar tendinitis, usually between your kneecap and where the tendon attaches to your shinbone (tibia).Continues or worsens Interferes with your ability to perform routine daily activities Is associated with swelling or redness about the joint",1
224,How do you know if you have a popliteal artery aneurysm?,249,"Symptoms of dermatographia may include:Raised, inflamed lines where you scratched. Welts from friction. Swelling. Itching.",1
225,How do you know if you have a popliteal artery aneurysm?,849,Proctitis signs and symptoms may include:A frequent or continuous feeling that you need to have a bowel movement Rectal bleeding Passing mucus through your rectum Rectal pain Pain on the left side of your abdomen A feeling of fullness in your rectum Diarrhea Pain with bowel movements,1
226,How do you know if you have a popliteal artery aneurysm?,598,"Pinched nerve signs and symptoms include:Numbness or decreased sensation in the area supplied by the nerve Sharp, aching or burning pain, which may radiate outward Tingling, pins and needles sensations (paresthesia) Muscle weakness in the affected area Frequent feeling that a foot or hand has ""fallen asleep""",1
227,How do you know if you have a popliteal artery aneurysm?,11,"The male reproductive system makes, stores and moves sperm. The testicles produce sperm. Fluid from the seminal vesicles and prostate gland combines with sperm to make semen. The penis ejaculates semen during sexual intercourse.An unusual lump. Sudden pain. Dull aching or a feeling of heaviness in the scrotum. Pain that spreads all over the groin, stomach area or lower back. A tender, swollen or hardened testicle or epididymis (ep-ih-DID-uh-miss). The epididymis is the soft, comma-shaped tube above and behind the testicle that stores and transports sperm. Swelling in the scrotum. A change in color of the skin of the scrotum. Upset stomach or vomiting.",1
228,How do you know if you have a popliteal artery aneurysm?,101,"Signs and symptoms of ocular rosacea can precede the skin symptoms of rosacea, develop at the same time, develop later or occur on their own. Signs and symptoms of ocular rosacea may include:Red, burning, itchy or watering eyes Dry eyes Grittiness or the feeling of having a foreign body in the eye or eyes Blurred vision Sensitivity to light (photophobia) Dilated small blood vessels on the white part of the eye that are visible when you look in a mirror Red, swollen eyelids Recurrent eye or eyelid infections, such as pink eye (conjunctivitis), blepharitis, sties or chalazia",1
229,How do you know if you have a popliteal artery aneurysm?,953,"Every long-term hepatitis C infection starts with what's called an acute phase. Acute hepatitis C usually isn't diagnosed because it rarely causes symptoms. When there are symptoms in this phase, they may include jaundice, fatigue, nausea, fever and muscle aches.Bleeding easily. Bruising easily. Fatigue. Not wanting to eat. Yellowing of the skin, called jaundice. This might show up more in white people. Also, yellowing of the whites of the eyes in white, Black and brown people. Dark-colored urine. Itchy skin. Fluid buildup in the stomach area, called ascites. Swelling in the legs. Weight loss. Confusion, drowsiness and slurred speech, called hepatic encephalopathy. Spiderlike blood vessels on the skin, called spider angiomas.",1
230,How do you know if you have a popliteal artery aneurysm?,104,"Feelings of shyness or discomfort in certain situations aren't necessarily signs of social anxiety disorder, particularly in children. Comfort levels in social situations vary, depending on personality traits and life experiences. Some people are naturally reserved and others are more outgoing.Fear of situations in which you may be judged negatively Worry about embarrassing or humiliating yourself Intense fear of interacting or talking with strangers Fear that others will notice that you look anxious Fear of physical symptoms that may cause you embarrassment, such as blushing, sweating, trembling or having a shaky voice Avoidance of doing things or speaking to people out of fear of embarrassment Avoidance of situations where you might be the center of attention Anxiety in anticipation of a feared activity or event Intense fear or anxiety during social situations Analysis of your performance and identification of flaws in your interactions after a social situation Expectation of the worst possible consequences from a negative experience during a social situation",1
231,How do you know if you have a popliteal artery aneurysm?,378,"Sometimes, adenomyosis causes no signs or symptoms or only mild discomfort. However, adenomyosis can cause:Heavy or prolonged menstrual bleeding Severe cramping or sharp, knifelike pelvic pain during menstruation (dysmenorrhea) Chronic pelvic pain Painful intercourse (dyspareunia)",1
232,How do you know if you have a popliteal artery aneurysm?,573,"When gangrene affects the skin, signs and symptoms may include:Changes in skin color — ranging from pale gray to blue, purple, black, bronze or red Swelling Blisters Sudden, severe pain followed by a feeling of numbness A foul-smelling discharge leaking from a sore Thin, shiny skin, or skin without hair Skin that feels cool or cold to the touch",1
233,How do you know if you have a popliteal artery aneurysm?,290,"Dandruff signs and symptoms may include:Skin flakes on your scalp, hair, eyebrows, beard or mustache, and shoulders Itchy scalp Scaly, crusty scalp in infants with cradle cap",1
234,How do you know if you have a popliteal artery aneurysm?,285,"Fecal incontinence may occur during an occasional bout of diarrhea. But for some people, fecal incontinence happens a lot. People with this condition may not be able to stop the urge to defecate. It may come on so suddenly that you can't make it to the toilet in time. This is called urge incontinence.Diarrhea. Constipation. Gas and bloating.",1
235,How do you know if you have a popliteal artery aneurysm?,996,"A cold sore usually passes through several stages:Tingling and itching. Many people feel itching, burning or tingling around the lips for a day or so before a small, hard, painful spot appears and blisters form. Blisters. Small fluid-filled blisters often form along the border of the lips. Sometimes they appear around the nose or cheeks or inside the mouth. Oozing and crusting. The small blisters may merge and then burst. This can leave shallow open sores that ooze and crust over.",1
236,How do you know if you have a popliteal artery aneurysm?,499,"Signs and symptoms of preterm labor include:Regular or frequent sensations of abdominal tightening (contractions) Constant low, dull backache A sensation of pelvic or lower abdominal pressure Mild abdominal cramps Vaginal spotting or light bleeding Preterm rupture of membranes — in a gush or a continuous trickle of fluid after the membrane around the baby breaks or tears A change in type of vaginal discharge — watery, mucus-like or bloody",1
237,How do you know if you have a popliteal artery aneurysm?,64,"Signs and symptoms of Hirschsprung's disease vary with the severity of the condition. Usually signs and symptoms appear shortly after birth, but sometimes they're not apparent until later in life.Swollen belly Vomiting, including vomiting a green or brown substance Constipation or gas, which might make a newborn fussy Diarrhea Delayed passage of meconium — a newborn's first bowel movement",1
238,How do you know if you have a popliteal artery aneurysm?,344,"The signs and symptoms of dermatomyositis can appear suddenly or develop gradually over time. The most common signs and symptoms include:Skin changes. A violet-colored or dusky red rash develops, most commonly on your face and eyelids and on your knuckles, elbows, knees, chest and back. The rash, which can be itchy and painful, is often the first sign of dermatomyositis. Muscle weakness. Progressive muscle weakness involves the muscles closest to the trunk, such as those in your hips, thighs, shoulders, upper arms and neck. The weakness affects both the left and right sides of your body, and tends to gradually worsen.",1
239,How do you know if you have a popliteal artery aneurysm?,859,"A broken hand might cause these signs and symptoms:Severe pain that might worsen when gripping or squeezing or moving your hand Swelling Tenderness Bruising Obvious deformity, such as a crooked finger Stiffness or inability to move your fingers or thumb Numbness in your hand or fingers",1
240,How do you know if you have a popliteal artery aneurysm?,622,The signs and symptoms of entropion result from the friction of your eyelashes and outer eyelid against the surface of your eye. You may experience:The feeling that something is in your eye Eye redness Eye irritation or pain Sensitivity to light and wind Watery eyes (excessive tearing) Mucous discharge and eyelid crusting,1
241,How do you know if you have a popliteal artery aneurysm?,28,"Patellofemoral pain syndrome usually causes a dull, aching pain in the front of the knee. The following can increase the pain:Walking up or down stairs. Kneeling or squatting. Sitting with a bent knee for long periods of time.",1
242,How do you know if you have a popliteal artery aneurysm?,118,"Your limbs have specific areas of muscle (compartments). Your lower leg, for example, has four compartments. Chronic exertional compartment syndrome often occurs in the same compartment of an affected limb on both sides of the body, usually the lower leg.Aching, burning or cramping pain in a compartment of the affected limb Tightness in the affected limb Numbness or tingling in the affected limb Weakness of the affected limb Foot drop, in severe cases, if legs are affected Occasionally, swelling or bulging as a result of a muscle hernia",1
243,How do you know if you have a popliteal artery aneurysm?,708,"In most cases, seasonal affective disorder symptoms appear during late fall or early winter and go away during the sunnier days of spring and summer. Less commonly, people with the opposite pattern have symptoms that begin in spring or summer. In either case, symptoms may start out mild and become more severe as the season progresses.Feeling listless, sad or down most of the day, nearly every day Losing interest in activities you once enjoyed Having low energy and feeling sluggish Having problems with sleeping too much Experiencing carbohydrate cravings, overeating and weight gain Having difficulty concentrating Feeling hopeless, worthless or guilty Having thoughts of not wanting to live",1
244,How do you know if you have a popliteal artery aneurysm?,491,"Optic neuritis usually affects one eye. Symptoms might include:Pain. Most people who develop optic neuritis have eye pain that's worsened by eye movement. Sometimes the pain feels like a dull ache behind the eye. Vision loss in one eye. Most people have at least some temporary reduction in vision, but the extent of loss varies. Noticeable vision loss usually develops over hours or days and improves over several weeks to months. Vision loss is permanent in some people. Visual field loss. Side vision loss can occur in any pattern, such as central vision loss or peripheral vision loss. Loss of color vision. Optic neuritis often affects color perception. You might notice that colors appear less vivid than normal. Flashing lights. Some people with optic neuritis report seeing flashing or flickering lights with eye movements.",1
245,How do you know if you have a popliteal artery aneurysm?,892,"Obsessive-compulsive disorder usually includes both obsessions and compulsions. But it's also possible to have only obsession symptoms or only compulsion symptoms. You may or may not realize that your obsessions and compulsions are excessive or unreasonable, but they take up a great deal of time and interfere with your daily routine and social, school or work functioning.Fear of contamination or dirt Doubting and having difficulty tolerating uncertainty Needing things orderly and symmetrical Aggressive or horrific thoughts about losing control and harming yourself or others Unwanted thoughts, including aggression, or sexual or religious subjects",1
246,How do you know if you have a popliteal artery aneurysm?,1060,Many retinal diseases share some common signs and symptoms. These may include:Seeing floating specks or cobwebs Blurred or distorted (straight lines look wavy) vision Defects in the side vision Lost vision,1
247,How do you know if you have a popliteal artery aneurysm?,416,"Congenital myasthenic syndromes are typically identified at birth. But if signs and symptoms are mild, the condition may not be identified until childhood, or rarely, early adulthood.Droopy eyelids and poor eye control, often with double vision. Difficulty chewing and swallowing. Weakness of facial muscles. Weak cry. Slurring or nasal speech. Delayed crawling and walking. Delayed development of wrist, hand and finger skills, such as brushing teeth or combing hair. Trouble supporting the head in an upright position. Problems breathing, such as feeling short of breath and having short pauses in breathing, sometimes worsened by infection, fever or stress.",1
248,How do you know if you have a popliteal artery aneurysm?,542,Warning signs of bedsores or pressure ulcers are:Unusual changes in skin color or texture Swelling Pus-like draining An area of skin that feels cooler or warmer to the touch than other areas Tender areas,1
249,How do you know if you have a popliteal artery aneurysm?,487,Symptoms often begin within 5 to 10 days after starting an antibiotic. But symptoms can occur as soon as the first day or up to three months later.Watery diarrhea three or more times a day for more than one day. Mild belly cramping and tenderness.,1
250,what are the symptoms of pediatric sleep apnea?,605,"Most canker sores are round or oval with a white or yellow center and a red border. They form inside your mouth — on or under your tongue, inside your cheeks or lips, at the base of your gums, or on your soft palate. You might notice a tingling or burning sensation a day or two before the sores actually appear.Are usually small Are oval shaped with a red edge Heal without scarring in one to two weeks",1
251,what are the symptoms of pediatric sleep apnea?,878,"Croup often begins as an ordinary cold. If there's enough swelling, irritation and coughing, a child can develop:Loud barking cough that's made worse by crying and coughing, as well as anxiety and distress, setting up a cycle of worsening symptoms. Fever. Hoarse voice. Noisy or labored breathing.",1
252,what are the symptoms of pediatric sleep apnea?,108,"Signs and symptoms, which usually affect both eyes, may include:A stinging, burning or scratchy sensation in your eyes Stringy mucus in or around your eyes Sensitivity to light Eye redness A sensation of having something in your eyes Difficulty wearing contact lenses Difficulty with nighttime driving Watery eyes, which is the body's response to the irritation of dry eyes Blurred vision or eye fatigue",1
253,what are the symptoms of pediatric sleep apnea?,194,Symptoms of an anal fissure include:Pain during bowel movements. Pain after bowel movements that can last up to several hours. Bright red blood on the stool or toilet paper after a bowel movement. A visible crack in the skin around the anus. A small lump or skin tag on the skin near the anal fissure.,1
254,what are the symptoms of pediatric sleep apnea?,815,"Early indications of mixed connective tissue disease can include:General feeling of being unwell. This can include increased fatigue and a mild fever. Cold and numb fingers or toes (Raynaud's phenomenon). In response to cold or stress, your fingers or toes might turn white and then purplish blue. After warming, the fingers or toes turn red. Swollen fingers or hands. Some people have swelling of the fingers. Muscle and joint pain. Joints can become inflamed, swollen and deformed, similar to what occurs with rheumatoid arthritis. Rash. Red or reddish brown patches can appear over the knuckles.",1
255,what are the symptoms of pediatric sleep apnea?,90,"Most ovarian cysts cause no symptoms and go away on their own. But a large ovarian cyst can cause:Pelvic pain that may come and go. You may feel a dull ache or a sharp pain in the area below your bellybutton toward one side. Fullness, pressure or heaviness in your belly (abdomen). Bloating.",1
256,what are the symptoms of pediatric sleep apnea?,1065,"Signs and symptoms of CRPS include:Continuous burning or throbbing pain, usually in the arm, leg, hand or foot Sensitivity to touch or cold Swelling of the painful area Changes in skin temperature — alternating between sweaty and cold Changes in skin color, ranging from white and blotchy to red or blue Changes in skin texture, which may become tender, thin or shiny in the affected area Changes in hair and nail growth Joint stiffness, swelling and damage Muscle spasms, tremors and weakness (atrophy) Decreased ability to move the affected body part",1
257,what are the symptoms of pediatric sleep apnea?,215,"Adults and children who have familial hypercholesterolemia have very high levels of low-density lipoprotein (LDL) cholesterol in their blood. low-density lipoprotein (LDL) cholesterol is known as ""bad"" cholesterol because it can build up in the walls of the arteries, making them hard and narrow.Skin. The most common spots for cholesterol deposits to occur is on the hands, elbows and knees. They also can occur in the skin around the eyes. Tendons. Cholesterol deposits may thicken the Achilles tendon, along with some tendons in the hands. Eyes. High cholesterol levels can cause corneal arcus, a white or gray ring around the iris of the eye. This happens most commonly in older people, but it can occur in younger people who have familial hypercholesterolemia.",1
258,what are the symptoms of pediatric sleep apnea?,483,"General signs and symptoms of the early stages of acute myelogenous leukemia may mimic those of the flu or other common diseases.Fever Bone pain Lethargy and fatigue Shortness of breath Pale skin Frequent infections Easy bruising Unusual bleeding, such as frequent nosebleeds and bleeding from the gums",1
259,what are the symptoms of pediatric sleep apnea?,557,"One of the most common places to find swollen lymph nodes is in the neck. The inset shows three swollen lymph nodes below the lower jaw.Painless swelling of lymph nodes in your neck, armpits or groin Persistent fatigue Fever Night sweats Shortness of breath Unexplained weight loss Itchy skin",1
260,what are the symptoms of pediatric sleep apnea?,960,"Pseudotumor cerebri signs and symptoms might include:Often severe headaches that might originate behind your eyes A whooshing sound in your head that pulses with your heartbeat Nausea, vomiting or dizziness Vision loss Brief episodes of blindness, lasting a few seconds and affecting one or both eyes Difficulty seeing to the side Double vision Seeing light flashes Neck, shoulder or back pain",1
261,what are the symptoms of pediatric sleep apnea?,265,"Most of the disorders associated with metabolic syndrome don't have obvious signs or symptoms. One sign that is visible is a large waist circumference. And if your blood sugar is high, you might notice the signs and symptoms of diabetes — such as increased thirst and urination, fatigue, and blurred vision.Age. Your risk of metabolic syndrome increases with age. Ethnicity. In the United States, Hispanics — especially Hispanic women — appear to be at the greatest risk of developing metabolic syndrome. The reasons for this are not entirely clear. Obesity. Carrying too much weight, especially in your abdomen, increases your risk of metabolic syndrome. Diabetes. You're more likely to have metabolic syndrome if you had diabetes during pregnancy (gestational diabetes) or if you have a family history of type 2 diabetes. Other diseases. Your risk of metabolic syndrome is higher if you've ever had nonalcoholic fatty liver disease, polycystic ovary syndrome or sleep apnea.",1
262,what are the symptoms of pediatric sleep apnea?,658,Symptoms of Wilms tumor vary a lot. Some children don't seem to have any symptoms. But others with Wilms tumor have one or more of these symptoms:A mass in the stomach area that can be felt. Swelling in the stomach area. Pain in the stomach area.,1
263,what are the symptoms of pediatric sleep apnea?,956,"Heatstroke signs and symptoms include:High body temperature. A core body temperature of 104 F (40 C) or higher, obtained with a rectal thermometer, is the main sign of heatstroke. Altered mental state or behavior. Confusion, agitation, slurred speech, irritability, delirium, seizures and coma can all result from heatstroke. Alteration in sweating. In heatstroke brought on by hot weather, your skin will feel hot and dry to the touch. However, in heatstroke brought on by strenuous exercise, your skin may feel dry or slightly moist. Nausea and vomiting. You may feel sick to your stomach or vomit. Flushed skin. Your skin may turn red as your body temperature increases. Rapid breathing. Your breathing may become rapid and shallow. Racing heart rate. Your pulse may significantly increase because heat stress places a tremendous burden on your heart to help cool your body. Headache. Your head may throb.",1
264,what are the symptoms of pediatric sleep apnea?,977,"Hirsutism is stiff or dark body hair, appearing on the body where women don't commonly have hair — primarily the face, chest, lower abdomen, inner thighs and back. People have widely varying opinions on what's considered excessive.Deepening voice Balding Acne Decreased breast size Increased muscle mass Enlargement of the clitoris",1
265,what are the symptoms of pediatric sleep apnea?,405,"The liver is your largest internal organ. About the size of a football, it's located mainly in the upper right portion of your abdomen, beneath the diaphragm and above your stomach.Fatigue. Easily bleeding or bruising. Loss of appetite. Nausea. Swelling in the legs, feet or ankles, called edema. Weight loss. Itchy skin. Yellow discoloration in the skin and eyes, called jaundice. Fluid accumulation in the abdomen, called ascites (uh-SAHY-teez). Spiderlike blood vessels on the skin. Redness in the palms of the hands. Pale fingernails, especially the thumb and index finger. Clubbing of the fingers, in which the fingertips spread out and become rounder than usual. For women, absence of or loss of periods not related to menopause. For men, loss of sex drive, testicular shrinkage or breast enlargement, known as gynecomastia. Confusion, drowsiness or slurred speech.",1
266,what are the symptoms of pediatric sleep apnea?,323,"Symptoms of functional dyspepsia may include:Pain or burning in the stomach, bloating, excessive belching, or nausea after eating An early feeling of fullness when eating. The feeling of fullness also is called satiety. Stomach pain that occurs unrelated to meals or goes away when eating.",1
267,what are the symptoms of pediatric sleep apnea?,1041,"Mitral valve regurgitation is often mild and develops slowly. Some people do not have symptoms for many years.Irregular heartbeat, called an arrhythmia. Shortness of breath, especially when lying down. Feelings of a rapid, pounding or fluttering heartbeat, called palpitations. Swollen feet or ankles.",1
268,what are the symptoms of pediatric sleep apnea?,665,"Shingles symptoms usually affect only a small section on one side of your body. These symptoms may include:Pain, burning or tingling Sensitivity to touch A red rash that begins a few days after the pain Fluid-filled blisters that break open and crust over Itching",1
269,what are the symptoms of pediatric sleep apnea?,1005,Signs and symptoms of nasal and paranasal tumors can include:Difficulty breathing through the nose. Frequent headaches. Loss of the sense of smell. Nosebleeds. Discharge from the nose. Facial swelling or pain. Watery eyes. A sore on the roof of the mouth. Vision problems. A lump in the neck. Difficulty opening the mouth.,1
270,what are the symptoms of pediatric sleep apnea?,380,"Symptoms of pinworm infection may include:Itching of the anal or vaginal area Insomnia, irritability, teeth grinding and restlessness Occasional stomach pain and nausea",1
271,what are the symptoms of pediatric sleep apnea?,810,"Epidermoid cyst signs and symptoms include:A small, round bump under the skin, usually on the face, neck or trunk A tiny blackhead plugging the central opening of the cyst A thick, yellow, smelly material that sometimes drains from the cyst Redness, swelling and tenderness in the area, if inflamed or infected",1
272,what are the symptoms of pediatric sleep apnea?,420,"Left ventricular hypertrophy usually develops gradually. Some people do not have symptoms, especially during the early stages of the condition.Shortness of breath, especially while lying down Swelling of the legs Chest pain, often when exercising Sensation of rapid, fluttering or pounding heartbeats, called palpitations Fainting or a feeling of lightheadedness",1
273,what are the symptoms of pediatric sleep apnea?,595,"Fetal macrosomia can be difficult to detect and diagnose during pregnancy. Signs and symptoms include:Large fundal height. During prenatal visits, your health care provider might measure your fundal height — the distance from the top of your uterus to your pubic bone. A larger than expected fundal height could be a sign of fetal macrosomia.  Excessive amniotic fluid (polyhydramnios). Having too much amniotic fluid — the fluid that surrounds and protects a baby during pregnancy — might be a sign that your baby is larger than average.  The amount of amniotic fluid reflects your baby's urine output, and a larger baby produces more urine. Some conditions that cause a baby to be larger might also increase his or her urine output.",1
274,what are the symptoms of pediatric sleep apnea?,1057,"Hepatitis A symptoms typically appear a few weeks after you've had the virus. But not everyone with hepatitis A develops symptoms. If you do, symptoms can include:Unusual tiredness and weakness Sudden nausea and vomiting and diarrhea Abdominal pain or discomfort, especially on the upper right side beneath your lower ribs, which is over your liver Clay- or gray-colored stool Loss of appetite Low-grade fever Dark urine Joint pain Yellowing of the skin and the whites of your eyes (jaundice) Intense itching",1
275,what are the symptoms of pediatric sleep apnea?,309,"With cervicitis, an inflammation of your cervix, your cervix appears red and irritated and may produce a pus-like discharge.Large amounts of unusual vaginal discharge Frequent, painful urination Pain during sex Bleeding between menstrual periods Vaginal bleeding after sex, not associated with a menstrual period",1
276,what are the symptoms of pediatric sleep apnea?,180,"Symptoms of jellyfish stings include:Burning, prickling, stinging pain Welts or tracks on the skin — a ""print"" of the tentacles' contact with the skin Itchiness (pruritus) Swelling Throbbing pain that radiates up a leg or an arm",1
277,what are the symptoms of pediatric sleep apnea?,181,"Septic arthritis typically causes extreme discomfort and difficulty using the affected joint. The joint could be swollen, red and warm, and you might have a fever.Existing joint problems. Chronic diseases and conditions that affect your joints — such as osteoarthritis, gout, rheumatoid arthritis or lupus — can increase your risk of septic arthritis, as can previous joint surgery and joint injury. Having an artificial joint. Bacteria can be introduced during joint replacement surgery, or an artificial joint may become infected if germs travel to the joint from a different area of the body through the bloodstream. Taking medications for rheumatoid arthritis. People with rheumatoid arthritis have a further increase in risk because of medications they take that can suppress the immune system, making infections more likely to occur. Diagnosing septic arthritis in people with rheumatoid arthritis is difficult because many of the signs and symptoms are similar. Skin fragility. Skin that breaks easily and heals poorly can give bacteria access to your body. Skin conditions such as psoriasis and eczema increase your risk of septic arthritis, as do infected skin wounds. People who regularly inject drugs also have a higher risk of infection at the site of injection. Weak immune system. People with a weak immune system are at greater risk of septic arthritis. This includes people with diabetes, kidney and liver problems, and those taking drugs that suppress their immune systems. Joint trauma. Animal bites, puncture wounds or cuts over a joint can put you at risk of septic arthritis.",1
278,what are the symptoms of pediatric sleep apnea?,305,"The regular color of urine varies. It depends on how much water you drink. Fluids dilute the yellow pigments in urine. So the more you drink, the clearer your urine looks. When you drink less, the yellow color becomes stronger.Red. Blue. Green. Orange. Dark brown. Cloudy white.",1
279,what are the symptoms of pediatric sleep apnea?,225,"Signs and symptoms of autonomic neuropathy depend on which nerves are damaged. They might include:Dizziness and fainting when standing, caused by a sudden drop in blood pressure. Urinary problems, such as difficulty starting urination, loss of bladder control, difficulty sensing a full bladder and inability to completely empty the bladder. Not being able to completely empty the bladder can lead to urinary tract infections. Sexual difficulties, including problems achieving or maintaining an erection (erectile dysfunction) or ejaculation problems. In women, problems include vaginal dryness, low libido and difficulty reaching orgasm. Difficulty digesting food, such as feeling full after a few bites of food, loss of appetite, diarrhea, constipation, abdominal bloating, nausea, vomiting, difficulty swallowing and heartburn. These problems are all due to changes in digestive function. Inability to recognize low blood sugar (hypoglycemia), because the warning signals, such as getting shaky, aren't there. Sweating problems, such as sweating too much or too little. These problems affect the ability to regulate body temperature. Sluggish pupil reaction, making it difficult to adjust from light to dark and seeing well when driving at night. Exercise intolerance, which can occur if your heart rate stays the same instead of adjusting to your activity level.",1
280,what are the symptoms of pediatric sleep apnea?,588,"Breast tissue typically might feel lumpy or ropy. You also may have tenderness that comes and goes with your menstrual period.A round, smooth and firm breast lump. A large, solid-feeling lump that moves easily under the skin. A hard breast lump with an unusual shape. An area of skin that has changed color or looks red. Skin dimpling like an orange. Changes in breast size or shape. Fluid leaking from the nipple.",1
281,what are the symptoms of pediatric sleep apnea?,1063,"Age spots may affect people of all skin types, but they're more common in adults with light skin. Unlike freckles, which are common in children and fade with no sun exposure, age spots don't fade.Are flat, oval areas of increased pigmentation Are usually tan to dark brown Occur on skin that has had the most sun exposure over the years, such as the backs of hands, tops of feet, face, shoulders and upper back Range from freckle size to about 1/2 inch (13 millimeters) across Can group together, making them more noticeable",1
282,what are the symptoms of pediatric sleep apnea?,289,"Symptoms of AFib may include:Feelings of a fast, fluttering or pounding heartbeat, called palpitations. Chest pain. Dizziness. Fatigue. Lightheadedness. Reduced ability to exercise. Shortness of breath. Weakness.",1
283,what are the symptoms of pediatric sleep apnea?,463,"The ovaries, fallopian tubes, uterus, cervix and vagina (vaginal canal) make up the female reproductive system.Abdominal bloating or swelling Quickly feeling full when eating Weight loss Discomfort in the pelvic area Fatigue Back pain Changes in bowel habits, such as constipation A frequent need to urinate",1
